,City,Price,Bedroom,Bathroom,Face,Road,Amenities,Unit,New_Area,Road_Width,Number of Amenities
813,Kathmandu,22000000,10,0,North,15 Feet / Blacktopped,[''],Aana,5.0,15,1
815,Kathmandu,26000000,0,0,East,12 Feet / Gravelled,"[""'Water Supply'"", "" 'Water Tank'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Parking'"", "" 'Garden'""]",Aana,4.0,12,6
816,Kathmandu,26500000,0,0,South East,14 Feet / Blacktopped,"[""'Garden'"", "" 'Parking'"", "" 'Water Tank'"", "" 'Parking'"", "" 'Drainage'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'Solar Water'""]",Aana,4.0,14,10
818,Kathmandu,60000000,0,0,South,0 Feet,[''],Aana,5.1,0,1
821,Kathmandu,1200000,0,0,North,20 Feet / Gravelled,[''],Aana,8.0,20,1
823,Kathmandu,900000,0,0,South,10 Feet / Paved,[''],Aana,3.0,10,1
825,Bhaktapur,27000000,16,3,North,13 Feet / Blacktopped,[''],Aana,6.0,13,1
829,Lalitpur,3700000,0,0,South West,40 Feet / Gravelled,[''],Aana,5.0,40,1
832,Lalitpur,6500000,2,1,West,5 Feet / Gravelled,[''],Aana,3.0,5,1
833,Kathmandu,27500000,7,0,East,13 Feet / Blacktopped,"[""'Air Condition'""]",Aana,4.5,13,1
834,Kathmandu,18000000,6,4,East,13 Feet / Gravelled,"[""'Air Condition'""]",Aana,3.0,13,1
838,Kathmandu,35000000,4,4,East,22 Feet / Blacktopped,"[""'Balcony'"", "" 'Fencing'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'"", "" 'Water Well'"", "" 'Electricity Backup'"", "" 'Internet'"", "" 'Maintenance'""]",Aana,4.0,22,14
841,Kathmandu,13500000,4,3,South East,13 Feet / Gravelled,"[""'Water Tank'"", "" 'Water Well'"", "" 'Parking'""]",Aana,2.5,13,3
849,Kathmandu,2000000,0,0,West,13 Feet / Soil Stabilized,[''],Aana,3.0,13,1
858,Lalitpur,14500000,0,0,West,13 Feet / Gravelled,[''],Aana,3.0,13,1
859,Kathmandu,1900000,0,0,West,12 Feet / Soil Stabilized,[''],Aana,5.0,12,1
861,Kathmandu,45000000,0,0,South,15 Feet / Soil Stabilized,[''],Aana,8.0,15,1
862,Kathmandu,49500000,0,0,South,15 Feet / Blacktopped,"[""'Balcony'"", "" 'Frontyard'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'"", "" 'Water Well'"", "" 'Parking'"", "" 'Store Room'""]",Aana,9.0,15,12
865,Kathmandu,4300000,0,0,North,9 Feet / Paved,[''],Aana,9.0,9,1
867,Lalitpur,16000000,16,4,East,10 Feet / Concrete,[''],Aana,4.0,10,1
871,Kathmandu,27800000,6,3,East,13 Feet / Gravelled,"[""'Air Condition'""]",Aana,5.0,13,1
878,Kathmandu,65000000,5,5,South East,13 Feet / Soil Stabilized,"[""'Modular Kitchen'"", "" 'Drainage'"", "" 'Wifi'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Balcony'"", "" 'Backyard'"", "" 'Garden'"", "" 'Frontyard'""]",Aana,15.0,13,9
879,Kathmandu,56000000,6,6,East,20 Feet / Soil Stabilized,"[""'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Wifi'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Washing Machine'"", "" 'Air Condition'""]",Aana,10.0,20,8
880,Kathmandu,44500000,6,5,South East,15 Feet / Blacktopped,"[""'Garden'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Drainage'"", "" 'Wifi'"", "" 'Balcony'""]",Aana,8.1,15,8
881,Kathmandu,85000000,5,5,East,13 Feet / Soil Stabilized,"[""'Frontyard'"", "" 'Garden'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Washing Machine'"", "" 'TV Cable'"", "" 'Microwave'"", "" 'Air Condition'""]",Aana,17.0,13,9
897,Kathmandu,25000000,7,5,North,13 Feet / Gravelled,"[""'Garage'"", "" 'Balcony'"", "" 'Garden'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'Water Well'"", "" 'Internet'"", "" 'Parking'""]",Aana,3.0,13,11
904,Kathmandu,7000000,0,0,North,20 Feet / Blacktopped,[''],Aana,4.0,20,1
905,Kathmandu,28000000,2,4,South,13 Feet / Gravelled,[''],Aana,5.0,13,1
911,Kathmandu,21500000,5,5,East,13 Feet / Gravelled,[''],Aana,3.5,13,1
912,Kathmandu,3900000,0,0,East,15 Feet / Blacktopped,[''],Aana,8.0,15,1
913,Kathmandu,6700000,0,0,West,33 Feet,[''],Aana,4.0,33,1
914,Kathmandu,25500000,7,5,East,20 Feet / Gravelled,"[""'Water Supply'"", "" 'Drainage'"", "" 'Garage'""]",Aana,5.0,20,3
918,Bhaktapur,10500000,0,0,South,10 Feet / Blacktopped,[''],Aana,4.0,10,1
928,Kathmandu,22000000,3,4,East,14 Feet,"[""'TV Cable'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Water Supply'"", "" 'Water Well'""]",Aana,3.0,14,5
930,Kathmandu,110000,0,6,East,22 Feet / Blacktopped,"[""'Balcony'"", "" 'Drainage'"", "" 'Water Well'"", "" 'Electricity Backup'"", "" 'Internet'"", "" 'Parking'""]",Aana,6.0,22,6
936,Kathmandu,47000000,18,6,South,13 Feet / Blacktopped,"[""'Balcony'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'Water Well'"", "" 'Internet'"", "" 'Parking'"", "" 'Store Room'""]",Aana,6.0,13,11
952,Kathmandu,22000000,6,5,East,14 Feet / Gravelled,"[""'Balcony'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Internet'"", "" 'Water Well'"", "" 'Water Tank'"", "" 'Electricity Backup'"", "" 'Drainage'"", "" 'Garage'""]",Aana,5.0,14,9
954,Kathmandu,550000,24,0,East,22 Feet / Blacktopped,"[""'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Wifi'"", "" 'Washing Machine'"", "" 'TV Cable'"", "" 'Modular Kitchen'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Microwave'"", "" 'Fencing'"", "" 'Garage'"", "" 'Air Condition'"", "" 'Lawn'"", "" 'Backyard'"", "" 'Balcony'""]",Aana,48.0,22,16
955,Kathmandu,30000000,10,8,South,30 Feet / Blacktopped,"[""'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'""]",Aana,4.0,30,5
956,Kathmandu,7000000,0,0,West,10 Feet / Soil Stabilized,[''],Aana,3.0,10,1
964,Kathmandu,1300000,0,0,West,4 Feet / Soil Stabilized,[''],Aana,4.0,4,1
965,Kavre,815000,0,0,North,20 Feet / Gravelled,[''],Aana,10.3,20,1
966,Kathmandu,1350000,0,0,North,12 Feet / Gravelled,[''],Aana,6.0,12,1
968,Kathmandu,20000000,0,0,South,15 Feet,[''],Aana,4.0,15,1
971,Kathmandu,8500000,4,0,South,10 Feet,[''],Aana,2.5,10,1
972,Lalitpur,1100000,0,0,South,20 Feet / Gravelled,[''],Aana,5.0,20,1
973,Lalitpur,15500000,8,0,North,20 Feet / Gravelled,[''],Aana,3.0,20,1
978,Bhaktapur,1200000,0,0,South West,20 Feet / Soil Stabilized,[''],Aana,39.0,20,1
979,Kathmandu,5600000,0,0,East,15 Feet / Blacktopped,[''],Aana,5.0,15,1
980,Kathmandu,44000000,5,6,East,15 Feet / Blacktopped,"[""'Water Tank'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Drainage'"", "" 'Wifi'"", "" 'TV Cable'""]",Aana,4.0,15,6
981,Kathmandu,100000000,6,6,North West,20 Feet / Blacktopped,"[""'Fencing'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Backyard'"", "" 'Air Condition'"", "" 'Garage'"", "" 'Microwave'"", "" 'Modular Kitchen'"", "" 'Washing Machine'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'"", "" 'Water Well'""]",Aana,20.0,20,15
982,Kathmandu,96000000,5,7,South East,20 Feet / Blacktopped,"[""'Garden'"", "" 'Frontyard'"", "" 'Air Condition'"", "" 'Garage'"", "" 'Backyard'"", "" 'Deck'"", "" 'Fencing'"", "" 'Lawn'"", "" 'Balcony'"", "" 'Microwave'"", "" 'Modular Kitchen'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Washing Machine'"", "" 'Water Well'"", "" 'Water Tank'""]",Aana,18.0,20,18
983,Kathmandu,28500000,6,6,East,20 Feet / Blacktopped,"[""'Garage'"", "" 'Water Tank'"", "" 'Solar Water'"", "" 'Water Supply'"", "" 'Drainage'"", "" 'Wifi'""]",Aana,4.5,20,6
984,Kathmandu,22500000,0,0,North,16 Feet / Blacktopped,[''],Aana,4.0,16,1
985,Kathmandu,41000000,17,10,East,15 Feet / Blacktopped,"[""'Frontyard'"", "" 'Garage'"", "" 'Wifi'"", "" 'Washing Machine'"", "" 'Water Tank'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'""]",Aana,8.1,15,8
990,Kathmandu,65000000,5,6,East,15 Feet / Blacktopped,"[""'Frontyard'"", "" 'Garden'"", "" 'Microwave'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Tank'"", "" 'Water Well'"", "" 'CCTV'""]",Aana,6.5,15,10
994,Kathmandu,115000000,4,4,North East,13 Feet / Paved,"[""'Lawn'"", "" 'Garage'"", "" 'Air Condition'"", "" 'Backyard'"", "" 'Balcony'"", "" 'Deck'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Washing Machine'"", "" 'Microwave'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Well'"", "" 'Water Tank'"", "" 'CCTV'"", "" 'Electricity Backup'"", "" 'Internet'"", "" 'Security Staff'""]",Aana,18.0,13,22
1008,Kathmandu,18000000,0,0,South,16 Feet / Blacktopped,[''],Aana,3.0,16,1
1011,Kathmandu,35000000,0,0,North,15 Feet / Gravelled,[''],Aana,7.0,15,1
1018,Kathmandu,5500000,0,0,East,16 Feet / Blacktopped,"[""'Water Supply'""]",Aana,4.5,16,1
1022,Kathmandu,33000000,5,4,East,12 Feet / Blacktopped,"[""'Balcony'"", "" 'Water Supply'"", "" 'Store Room'"", "" 'Backyard'"", "" 'Water Tank'""]",Aana,5.0,12,5
1025,Kathmandu,22500000,9,4,South,13 Feet / Blacktopped,"[""'Balcony'"", "" 'Modular Kitchen'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Tank'"", "" 'Parking'""]",Aana,3.0,13,6
1026,Kathmandu,27500000,6,3,West,13 Feet / Blacktopped,"[""'Balcony'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'Water Well'"", "" 'Parking'""]",Aana,4.0,13,9
1027,Lalitpur,23800000,6,3,South East,13 Feet / Gravelled,"[""'Balcony'"", "" 'Water Tank'"", "" 'Water Well'"", "" 'Wifi'"", "" 'Solar Water'"", "" 'Garage'""]",Aana,4.0,13,6
1030,Kathmandu,23000000,10,0,South,12 Feet / Blacktopped,"[""'Balcony'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Internet'"", "" 'Parking'""]",Aana,4.0,12,8
1031,Kathmandu,15500000,7,0,South,12 Feet / Gravelled,[''],Aana,3.0,12,1
1037,Kathmandu,3500000,0,0,North,14 Feet / Gravelled,"[""'Water Well'""]",Aana,5.0,14,1
1040,Kavre,1000000,0,0,South East,0 Feet,[''],Ropani,800.0,0,1
1042,Kathmandu,4600000,0,0,North,13 Feet / Soil Stabilized,[''],Aana,3.0,13,1
1043,Lalitpur,1000000,0,0,North,17 Feet / Gravelled,[''],Aana,5.0,17,1
1052,Kathmandu,42000000,11,0,West,15 Feet / Blacktopped,[''],Aana,7.0,15,1
1053,Kaski,800000,0,0,East,20 Feet / Soil Stabilized,[''],Ropani,480.0,20,1
1056,Kathmandu,2800000,0,0,North,10 Feet / Soil Stabilized,[''],Aana,5.0,10,1
1057,Bhaktapur,1800000,0,0,North,20 Feet / Blacktopped,[''],Aana,30.0,20,1
1058,Bhaktapur,1300000,0,0,West,13 Feet / Gravelled,[''],Aana,10.0,13,1
1061,Kathmandu,25500000,6,4,East,13 Feet / Blacktopped,"[""'Garden'""]",Aana,4.5,13,1
1062,Kathmandu,15000000,0,0,East,10 Feet / Blacktopped,[''],Aana,3.0,10,1
1063,Kathmandu,32000000,5,5,East,13 Feet / Blacktopped,"[""'Modular Kitchen'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'TV Cable'"", "" 'Drainage'"", "" 'Balcony'""]",Aana,4.0,13,6
1065,Lalitpur,2900000,0,0,South East,22 Feet / Concrete,[''],Aana,4.0,22,1
1072,Bhairahawa,125000000,16,20,North,55 Feet,"[""'Lawn'"", "" 'Air Condition'"", "" 'Microwave'"", "" 'TV Cable'"", "" 'Washing Machine'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'CCTV'"", "" 'Cafeteria'"", "" 'Electricity Backup'"", "" 'Internet'"", "" 'Maintenance'""]",Aana,32.0,55,14
1073,Kathmandu,5400000,0,0,South,6 Meter / Blacktopped,[''],Aana,4.0,6,1
1077,Lalitpur,49500000,0,0,East,16 Feet / Blacktopped,[''],Aana,9.0,16,1
1078,Kathmandu,1700000,0,0,East,16 Feet,[''],Aana,13.0,16,1
1084,Dhading,9500000,0,0,North,15 Feet / Soil Stabilized,[''],Aana,5.0,15,1
1086,Kathmandu,17000000,5,2,East,12 Feet / Blacktopped,"[""'Garage'"", "" 'Fencing'"", "" 'Water Tank'""]",Aana,3.0,12,3
1090,Lalitpur,10000000,2,2,North East,13 Feet / Blacktopped,"[""'TV Cable'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Well'"", "" 'Internet'"", "" 'Parking'""]",Aana,3.0,13,6
1092,Lalitpur,4500000,0,0,West,15 Feet / Gravelled,[''],Aana,8.0,15,1
1094,Kathmandu,1300000,0,0,West,10 Feet / Soil Stabilized,[''],Aana,10.0,10,1
1095,Kathmandu,1700000,0,0,South,10 Feet / Soil Stabilized,[''],Aana,4.0,10,1
1096,Kathmandu,22500000,0,3,East,13 Feet / Paved,"[""'Balcony'""]",Aana,3.5,13,1
1097,Lalitpur,5500000,0,0,West,15 Feet / Concrete,[''],Aana,8.0,15,1
1098,Lalitpur,7000000,0,0,West,15 Feet / Blacktopped,[''],Aana,11.0,15,1
1099,Lalitpur,5500000,0,0,West,13 Feet / Concrete,[''],Aana,12.0,13,1
1100,Kathmandu,22000000,11,0,West,15 Feet / Gravelled,[''],Aana,5.0,15,1
1106,Kathmandu,20500000,0,0,West,20 Feet / Blacktopped,[''],Aana,5.0,20,1
1107,Kathmandu,27000000,3,4,North,0 Feet,[''],Aana,3.5,0,1
1108,Lalitpur,8000000,0,0,West,0 Feet,[''],Aana,6.0,0,1
1114,Lalitpur,3700000,0,0,East,5 Feet / Blacktopped,[''],Aana,4.0,5,1
1115,Kathmandu,1350000,0,0,North,13 Feet / Soil Stabilized,[''],Aana,10.0,13,1
1116,Kathmandu,3700000,0,0,West,12 Feet / Gravelled,[''],Aana,4.0,12,1
1119,Lalitpur,4000000,0,0,North,20 Feet / Blacktopped,[''],Ropani,48.0,20,1
1120,Kathmandu,5000000,0,0,South,20 Feet / Blacktopped,[''],Ropani,16.0,20,1
1121,Kathmandu,26500000,11,5,East,13 Feet / Blacktopped,[''],Aana,4.0,13,1
1124,Kathmandu,23500000,0,3,East,13 Feet / Blacktopped,"[""'Balcony'""]",Aana,4.1,13,1
1130,Lalitpur,18000000,5,4,North West,11 Feet / Gravelled,"[""'Balcony'"", "" 'Modular Kitchen'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Tank'"", "" 'Water Well'"", "" 'Parking'""]",Aana,3.0,11,7
1140,Lalitpur,4800000,2,1,West,13 Feet / Gravelled,"[""'Garden'"", "" 'Modular Kitchen'"", "" 'Wifi'"", "" 'Water Tank'"", "" 'Water Well'"", "" 'Water Supply'"", "" 'Electricity Backup'"", "" 'Internet'"", "" 'Kids Playground'""]",Aana,3.0,13,9
1142,Bhaktapur,21500000,0,0,West,15 Feet / Gravelled,[''],Aana,7.0,15,1
1147,Jhapa,20000000,4,1,South,20 Feet / Blacktopped,[''],Aana,10.0,20,1
1149,Kathmandu,51000000,5,5,East,14 Feet / Blacktopped,"[""'Lawn'"", "" 'Balcony'"", "" 'Fencing'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'"", "" 'Parking'"", "" 'Store Room'"", "" 'Garage'""]",Aana,14.0,14,13
1151,Lalitpur,29500000,5,3,East,0 Feet,"[""'Balcony'"", "" 'Fencing'"", "" 'Garden'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'Water Well'"", "" 'Internet'"", "" 'Kids Playground'""]",Aana,4.0,0,10
1157,Kathmandu,1600000,0,0,South,10 Feet / Gravelled,[''],Aana,4.0,10,1
1159,Kathmandu,15000000,2,3,West,12 Feet / Soil Stabilized,"[""'Lawn'"", "" 'Backyard'"", "" 'Balcony'"", "" 'Garden'"", "" 'Fencing'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Water Supply'""]",Aana,3.0,12,10
1161,Kathmandu,17500000,6,2,East,20 Feet / Gravelled,"[""'Balcony'"", "" 'Backyard'"", "" 'TV Cable'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Well'""]",Aana,11.0,20,6
